,specie link,description link_genera,pileus_genera,spores_genera,stipes_genera,genera,genera link,Family,Order,Subclass,Class,Phylum,Kingdom,name,description link_index,pileus_index,spores_index,stipes_index,var.,synonyms,description link,pileus,stipes,spores,stipes long,stipes thick,spores 1d,spores 2d,pileus width,stipes long measure,stipes thick measure,spores 1d measure,spores 2d measure,pileus width measure
45,https://www.mykoweb.com/CAF/species/Aureoboletus_flaviporus.html,,,,,Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Aureoboletus flaviporus,,,,,,['Boletus flaviporus'],,"Cap 6-11 cm broad, convex, the margin incurved, becoming broadly convex in age, the margin then wavy; surface viscid, innately fibrillose to reticulate, cinnamon-brown to reddish-brown, shading to a slightly lighter margin, darker overall in age; flesh white, moderately thick, not bruising blue; odor mild; taste mild to sour.","Stipe 6-12 cm, 1-2 cm thick, solid, equal to tapering downward or enlarged at the base, sometimes slightly rooted with adhering whitish mycelium; surface viscid when moist, smooth to uneven, white to flushed reddish-brown, the apex yellow, lined or slightly reticulate from tube remnants; flesh white, unchanging.","Spores 12-15 x 5-6 µm, smooth, elliptical to spindle-shaped; spore print olive-brown.",[ 6. 12.],[1. 2.],[12. 15.],[5. 6.],[ 6. 11.],100.0,100.0,0.01,0.01,100.0
46,https://www.mykoweb.com/CAF/species/Leccinum_scabrum.html,,,,,Leccinum  ,https://www.mykoweb.com/CAF/genera/Leccinum.html,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Leccinum scabrum,,,,,,[],,"Cap 5.0-14.0 cm broad, convex, broadly convex in age with a
        decurved margin; surface when young, dingy-tan, dull,
        matted-tomentose, subviscid, occasionally areolate; at maturity
        sometimes weathering glabrous, becoming viscid, medium-brown to
        dull olive-brown; context soft, up to 1.5 cm thick, cream-colored,
        unchanging or occasionally faintly pink or blue where cut or
        injured; odor and taste mild.","Stipe 8.0-14.0 cm long, 2.0-4.0 cm thick, clavate in youth,
        becoming subclavate to equal at maturity, solid, straight; surface of
        apex pruinose, pallid to cream, longitudinally ridged below,
        sometimes forming a coarse reticulum, ornamented with black
        squamules; partial veil absent.","Spores 14-18 x 5-6 µm, subfusoid to narrowly ellipsoid,
        smooth, thin-walled with variously-sized vacuolar inclusions; spore
        print dull brown.",[ 8. 14.],[2. 4.],[14. 18.],[5. 6.],[ 5. 14.],100.0,100.0,0.01,0.01,100.0
47,https://www.mykoweb.com/CAF/species/Clitocybe_nuda.html,,,,,Clitocybe  ,https://www.mykoweb.com/CAF/genera/Clitocybe.html,Tricholomataceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Clitocybe nuda,,,,,,['Lepista nuda'],,"Cap 4-14 cm broad, convex, becoming nearly plane in age, margin inrolled,
wavy, sometimes upturned at maturity; surface smooth, moist, violet to
lilac, fading to tan; flesh soft, pale-lilac; odor fragrant, taste mild.","Stipe 3-6.5 cm long, 1-2.5 cm thick, equal to enlarged or bulbous at
the base, the latter frequently with adhering lilac to purple mycelium;
surface fibrillose to slightly scaly, colored like the cap, veil lacking.","Spores 6-8 x 4-5 µm, elliptical, minutely roughened; spore print
pale pinkish-buff.",[3.  6.5],[1.  2.5],[6. 8.],[4. 5.],[ 4. 14.],100.0,100.0,0.01,0.01,100.0
48,https://www.mykoweb.com/CAF/species/Boletus_regineus.html,,,,,Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Boletus regineus,,,,,,['Boletus aereus'],,"Cap 7.0-14.0 (17) cm broad, convex, expanding to plano-convex;
        margin incurved, later decurved to nearly plane, not overlapping the
        tube layer; surface moist, more or less glabrous when young,
        becoming irregularly pitted or wrinkled; color at first unevenly
        buff-brown to pale chestnut-brown, overlain initially with a whitish
        bloom, in age becoming medium-brown to dark-brown, subviscid
        when moist; context up to 2.0 cm thick white, unchanging, firm in
        youth, soft at maturity, tinged pinkish-vinaceous below the cuticle,
        sometimes yellowish above the tube layer; odor and taste mild.","Stipe 7.0-13.0 cm long, 3.0-4.0 cm thick, solid, clavate to ventricose
        in youth, subclavate to equal at maturity; surface of apex reticulate,
        whitish, elsewhere glabrous to faintly wrinkled; context of stipe, not
        bluing, but darkening slightly when cut; partial veil absent.","Spores 11.5-13.5 x 3.5-4.5 µm, smooth, thin-walled, narrowly
        ellipsoid in face-view, hilar appendage inconspicuous, one to
        several guttules; spore print dull olive-brown.",[ 7. 13.],[3. 4.],[11.5 13.5],[3.5 4.5],[ 7. 14.],100.0,100.0,0.01,0.01,100.0
49,https://www.mykoweb.com/CAF/species/Suillellus_amygdalinus.html,,,,,Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Suillellus amygdalinus,,,,,,"['Boletus puniceus', 'Boletus amygdalinus']",,"Cap 4-10 cm broad, convex, broadly convex at maturity, margin often lobed or wavy, incurved when young; surface dry, at first chamois-like, then more or less glabrous in age, reddish-brown fading slightly at maturity; flesh thick, reddish beneath the cuticle, otherwise yellow, turning blue immediately when cut; odor and taste mild.","Stipe 4-7 cm tall, 1.5-3.0 cm thick, equal to tapered to the base, solid; surface dry, reddish over a yellowish background, not reticulate, flesh yellow, quickly turning blue when cut.","Spores 11-14 x 5-6.5 µm, elliptical, smooth, conspicuously globulate (2-3 globules per spore); spore print olive-brown.",[4. 7.],[1.5 3. ],[11. 14.],[5.  6.5],[ 4. 10.],100.0,100.0,0.01,0.01,100.0
50,https://www.mykoweb.com/CAF/species/Butyriboletus_persolidus.html,,,,,Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Butyriboletus persolidus,,,,,,['Boletus appendiculatus'],,"Cap 7-14 cm broad, convex, expanding to nearly plane, the disc sometimes slightly depressed; margin at first incurved, then decurved, occasionally wavy; surface dry to subviscid depending on conditions, glabrous to minutely tomentose; color variable: cream-yellow, buff-brown to yellow-brown, often flushed with rusty to reddish-brown tints in age, darkening where handled; context 1.5-3.0 cm thick, firm, cream to pale-yellow, unchanging or bluing erratically; odor and taste mild.","Stipe 5-9 cm long, 3-6 cm thick at the thickest point, typically clavate to bulbous, occasionally equal, the base sometimes narrowed to a point; surface of upper-half reticulate, glabrous below, cream-yellow to yellow, frequently overlain with reddish tints, bruising brown where handled; veil absent.","Spores 11.5-13.5 x 3.5-4.5 µm, subfusoid, smooth, thin-walled; spore print olive-brown.",[5. 9.],[3. 6.],[11.5 13.5],[3.5 4.5],[ 7. 14.],100.0,100.0,0.01,0.01,100.0
51,https://www.mykoweb.com/CAF/species/Xerocomellus_diffractus.html,,,,,Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Xerocomellus diffractus,,,,,,"['Xerocomus chrysenteron', 'Boletus chyrsenteron']",,"Cap 4-9 cm broad, convex, becoming nearly plane in age; surface dry, tomentose, dark brown to olive brown, soon areolate, the exposed context pallid at the disc, pinkish near the margin; flesh white, thick, sometimes blueing when bruised; odor mild, taste acidic.","Stipe 5-10 cm tall, 1.0-1.5 cm thick, dry, smooth to longitudinally ridged, yellowish, with reddish tints usually predominating at the base.","Spores 11.5-14.0 x 4-6 µm, smooth, elliptical to fusiform; spore print olive-brown.",[ 5. 10.],[1.  1.5],[11.5 14. ],[4. 6.],[4. 9.],100.0,100.0,0.01,0.01,100.0
52,https://www.mykoweb.com/CAF/species/Xerocomellus_dryophilus.html,,,,,Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Xerocomellus dryophilus,,,,,,"['Xerocomus dryophilus', 'Boletus dryophilus']",,"Cap convex 4-12 cm broad, expanding to plano-convex; surface dry, somewhat irregular with scattered bumps and depressions, matted tomentose, frequently partially areolate at maturity; color variable: reddish-brown, maroon, pinkish between cracks in the cuticle, in age often lighter from overlying greyish hairs; context moderately thick, pale yellow, bluing where cut or injured, especially at the junction of the stipe and cap; odor and taste mild.","Stipe 4-8 cm long, 1-2.5 cm thick; shape variable: occasionally slender and sinuous, more typically short, straight, equal to ventricose, the base often pinched or flattened; surface nearly glabrous, yellowish at the apex, reddish-brown below from appressed fibrils; context yellow, soft, bluing slowly; veil absent.","Spores 11.5-16 x 5-6.5 µm, elliptical to subfusiform, moderately thick-walled, containing 1-3 vacuoles; spore print brownish.",[4. 8.],[1.  2.5],[11.5 16. ],[5.  6.5],[ 4. 12.],100.0,100.0,0.01,0.01,100.0
53,https://www.mykoweb.com/CAF/species/Rubroboletus_eastwoodiae.html,,,,,Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Rubroboletus eastwoodiae,,,,,,"['Boletus eastwoodiae', 'Suillellus eastwoodiae', 'Rubroboletus eastwoodiae ', 'Boletus satanas']",,"Cap 10-22 cm in diameter, convex, becoming broadly convex; pale grey to pale olive-buff, pinkish tones sometimes developing in age particularly along the margin, occasionally aereolate near the disc; flesh olive-buff, thick, bruising blue; odor and taste undistinguished.","Stipe 7-14 cm tall, base abruptly bulbous, up to 13+cm broad, narrowing to 4-7 cm at the apex; pink to vinaceous reticulations above, pale pinkish tones below, fading in age; flesh same as cap, bruising blue.","Spores 11-15 x 3.5-6 µm, elliptical, smooth. Spore print olive-brown.",[ 7. 14.],[13. 13.],[11. 15.],[3.5 6. ],[10. 22.],100.0,100.0,0.01,0.01,100.0
54,https://www.mykoweb.com/CAF/species/Boletus_edulis.html,,,,,Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Boletus edulis,,,,,,[],,"Cap 7-25 cm broad, broadly convex; surface smooth to wrinkled, dry to subviscid in wet weather; color varying from yellow-brown, buff-brown to reddish-brown; flesh thick, white, unchanging; odor and taste mild.","Stipe 7-20 cm long, 3-8 cm thick, equal to clavate, white at the base, brownish above; white reticulations especially at the apex; veil absent.","Spores 12-17 x 4-6 µm, smooth, fusiform to elliptical. Spore print olive-brown.",[ 7. 20.],[3. 8.],[12. 17.],[4. 6.],[ 7. 25.],100.0,100.0,0.01,0.01,100.0
55,http://www.mushroomexpert.com/boletus_frustosus.html,,,,,Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Caloboletus frustosus,,,,,,"['Boletus calopus ', ' frustosus', 'Boletus frustosus', 'Caloboletus frustosus']",For description see Snell & Dick.,"Cap: 7–15 cm; convex, becoming broadly convex; dry; kid-leathery to the touch when young but soon bald; surface cracking up with age so that whitish flesh shows through the cracks; margin inrolled, with a 1–2 mm overhanging sterile portion; medium to dark yellowish brown.","Stem: 5–10 cm long; 2.5–3.5 cm thick; equal above an abruptly tapered base; ground color brownish, but sometimes developing red areas and streaks; finely reticulate with a red reticulum; basal mycelium whitish.",Microscopic Features: Spores 11–14 (–17) x 4–5 µm; boletoid-fusiform; smooth; yellowish in KOH. Basidia 4-sterigmate. Hymenial cystidia scattered and infrequent; up to 40 x 7.5 µm; fusiform; smooth; thin-walled; hyaline in KOH. Pileipellis a cutis. Contextual hyphae inamyloid.,[ 5. 10.],[2.5 3.5],[11. 14.],[4. 5.],[ 7. 15.],100.0,100.0,0.01,0.01,100.0
56,https://www.mykoweb.com/CAF/species/Boletus_orovillus.html,,,,,Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Boletus orovillus,,,,,,['Buchwaldoboletus orovillus'],,"Cap 8-15 cm broad, convex, becoming plano-convex; margin at first incurved, then decurved, often overlapping the tubes, even to wavy, sometimes slightly upturned at maturity; surface sticky when moist, otherwise dry, glabrous or with faint appressed fibrils, occasionally areolate; color when fresh, bright sulphur-yellow, fading to dull yellow, the disc often tinged pale brown; cuticle peelable from the underlying context, the latter up to 2 cm thick; context relatively soft, yellowish, young material quickly bluing when cut or injured, in age bluing erratically or not at all, sometimes  vinaceous-pink above the tube layer; odor and taste mild.","Stipe 5-9 cm long, 2.5-4.5 cm broad, solid, fleshy, equal, clavate, ventricose, or tapered to a pointed base; surface of apex smooth, sometimes  ridged by tube scars, not reticulate, yellowish, occasionally tinged reddish-brown, elsewhere smooth to appressed fibrillose, yellowish with brownish to reddish-brown tints, discoloring dark- brown where handled, the base yellowish with adhering yellowish-brown mycelium; context usually  bluing when cut, but in age erratically so or not at all; partial veil absent.","Spores, 5.5-6.5 x 3.5-4.0 µm, elliptical, smooth, inamyloid.
        Spore print olive-brown.",[5. 9.],[2.5 4.5],[5.5 6.5],[3.5 4. ],[ 8. 15.],100.0,100.0,0.01,0.01,100.0
57,https://www.mykoweb.com/CAF/species/Boletus_rex-veris.html,,,,,Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,../species/Boletus rex-veris.html,,,,,,"['Boletus edulis', 'Boletus edulis', 'pinicola', 'Boletus pinicola', 'Boletus pinophilus']",,"Cap 9.0-18.0 cm broad, hemispheric to convex, the disc sometimes depressed in age; margin incurved, then decurved to plane,   overlapping the pore layer in youth; surface viscid when moist, glabrous with shallow depressions, wrinkles, or pits; at maturity patchy-tomentose or inconspicuously areolate; unexposed color pallid, then flushed pinkish to vinaceous-brown, at times with a silvery-grey bloom, becoming dull reddish-brown with ochre-brown tints, finally date-brown to dull olive-brown, pinkish tones occasionally persisting along the margin; cap darkening where handled; context up to 3.0 cm thick, white, unchanging, firm when young, soft at maturity; odor mild; taste pleasant, slightly sweet.","Stipe 5.0-10.0 cm long, 2.0-6.0 cm thick, the base slightly enlarged to clavate; context solid, white, unchanging; surface dry, cream-colored gradually becoming pale vinaceous-brown, the upper half conspicuously reticulate, the ornamentation at first white, then concolorous with the underlying stipe color; darkening slightly where handled; partial veil absent.","Spores 12.5-18.0 x 4.0-5.0 µm, narrowly elliptical to spindle-shaped in face-view, similar in profile, but slightly inequilateral, smooth, thin-walled, with numerous vacuoles; spores olive-brown in deposit.",[ 5. 10.],[2. 6.],[12.5 18. ],[4. 5.],[ 9. 18.],100.0,100.0,0.01,0.01,100.0
58,https://www.mykoweb.com/CAF/species/Rubroboletus_pulcherrimus.html,,,,,Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Rubroboletus pulcherrimus,,,,,,"['Boletus pulcherrimus', 'Boletus eastwoodiae']",,"Cap 9-17 cm broad, convex, expanding to broadly convex; margin incurved when young, then decurved, often wavy, overlapping the pore surface; surface dry, uneven or pitted, matted-tomentose, at maturity occasionally appressed fibrillose-squamulose, in dry weather patchy-areolate; color: dull-brown to cream-brown, the pigments often mottled, frequently tinged reddish towards the margin; context cream-yellow, 3.0-4.0 cm thick at maturity, soft, bluing when cut, sometimes erratically, larval tunnels vinaceous; odor not distinctive; taste mild.","Stipe 7.0-14.0 cm long, up to 8.0 cm thick at the base, clavate, gradually narrowing toward the apex; upper two-thirds of stipe covered with vinaceous-red reticulations over a pallid background, bruising blue, the stipe base dingy-buff, matted-tomentose, becoming blackish-brown where handled; context firm, fleshy, cream-yellow, sometimes pale-vinaceous at the base, the upper portion bluing when cut or injured, worm holes edged vinaceous.","Spores 13.0-15.5 x 5.0-6 µm, smooth, moderately thick-walled, narrowly ellipsoid in face-view, spindle-shaped in profile; hilar appendage inconspicuous; spore print brown to dull olive-brown.",[ 7. 14.],[8. 8.],[13.  15.5],[5. 6.],[ 9. 17.],100.0,100.0,0.01,0.01,100.0
59,https://www.mykoweb.com/CAF/species/Butyriboletus_autumniregius.html,,,,,Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Butyriboletus autumniregius,,,,,,['Boletus regius'],,"Cap 8.0-15.0 (20) cm broad, strongly convex, expanding to plano-convex; margin incurved, becoming decurved to plane in age; surface subviscid when moist, otherwise dry, with irregular bumps, pits and depresssion, at first ornamented with patches of appressed fibrils, these often wearing away in age, then appearing glabrous; color rose-red to pale-pink, quickly fading with exposure to light to various combinations of  buff, tan, or dull pale-yellow; context lemon-yellow, firm, up to 2.5 cm thick, slowly bluing when cut or injured, bluing reaction strongest just above the tube layer; odor mild; taste mild, pleasant.","Stipe 5.0-9.0 cm long, 3.0-4.0 cm thick at apex, clavate to sub-bulbous, solid, fleshy; surface of upper half conspicuously reticulate, the ornamentation and background color yellowish, sometimes becoming pallid, occasionally bluing when young; cortex yellowish, otherwise white, unchanging, often reddish at the base; partial veil absent.","Spores 13.0-15.5 x 4.0-5.0 µm, elliptical to slightly spindle-shaped in face-view, smooth, thin-walled; spore print olive-brown.",[5. 9.],[3. 4.],[13.  15.5],[4. 5.],[ 8. 15.],100.0,100.0,0.01,0.01,100.0
60,https://www.mykoweb.com/CAF/species/Caloboletus_rubripes.html,,,,,Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Caloboletus rubripes,,,,,,['Boletus rubripes'],,"Cap 6.0-16.0 (20) cm broad, convex, plano-convex at maturity; margin incurved, then decurved, extending beyond the edge of the pore layer; surface dry, buff-brown, matted-tomentose, ""chamois-like,"" darkening with handling, patchy-areolate in dry weather, the cracks revealing a pallid ground color; context 2.0-3.5 cm thick, firm when young, then soft, cream-yellow, rapidly bluing when cut or bruised, sometimes developing pinkish areas; odor mild, sometimes reported as unpleasant; taste slightly bitter","Stipe 6.0-15.0 cm long, 3.0-5.0 cm thick, solid, equal, narrowed, or swollen below; surface of apex lemon-yellow, not reticulate, the lower portion striate, reddish, becoming reddish-purple; yellowish mycelium at the base; context firm, white to cream above, vinaceous at the base; partial veil absent.","Spores 12.0-16.5 x 4.5-5.5 µm, smooth, thin-walled, narrowly ellipsoid in face-view, subfusoid and slightly inequilateral in profile; hilar appendage inconspicuous; one to several guttules present; spore print olive-brown",[ 6. 15.],[3. 5.],[12.  16.5],[4.5 5.5],[ 6. 16.],100.0,100.0,0.01,0.01,100.0
61,https://www.mykoweb.com/CAF/species/Boletus_smithii.html,,,,,Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Boletus smithii,,,,,,[],,"Cap 7-15 cm broad, convex, broadly convex in age; margin at first incurved, eventually decurved, occasionally wavy; surface moist, not viscid, hygrophanous, uneven, with shallow depressions and pits, matted-tomentose to fibrillose, sometimes patchy-areolate or weathering to glabrous; color: wine-red over a background of cream-yellow, tan-buff, grey-brown, the margin usually paler; context white to cream-yellow, soft, 1.5-3.0 cm thick, bluing faintly near the tube layer, worm holes reddish; odor and taste mild.","Stipe 7-15 cm long, 3.5-7.0 cm thick, dry, solid, subclavate, surface of apex minutely tomentose, matted tomentose to sometimes longitudinally ridged below, not reticulate; typically reddish at the apex, cream-yellow at base, surface not bluing where handled; context cream-yellow, bluing erratically when cut; partial veil absent.","13.5 x 16.0 (19.0) x 4.5-5.5 µm, spindle-shaped to narrowly ellipsoid in face view, smooth, thin-walled, one to multi-guttulate; spore print olive-brown.",[ 7. 15.],[3.5 7. ],[13.5 13.5],[16. 16.],[ 7. 15.],100.0,100.0,0.01,0.01,100.0
62,https://www.mykoweb.com/CAF/species/Xerocomus_subtomentosus.html,,,,,Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Xerocomus subtomentosus,,,,,,['Boletus subtomentosus'],,"Cap 4-12 cm broad, convex, becoming nearly plane in age, sometimes slightly
        depressed at the disc; margin incurved, then decurved, at times upturned
        at maturity; surface dry, finely pubescent, in dry weather areolate, the
        underlying flesh pallid to buff, rarely pink; cap color variable, ochraceous-brown
        to medium-brown, less commonly reddish-brown; flesh pallid to pale yellow,
        firm, thick, unchanging or bluing weakly when cut; odor and taste mild.","Stipe 4-8 cm long, 1-2 cm wide, solid, equal to tapering to a narrowed
        base; surface yellow at the apex, often longitudinally ridged or somewhat
        reticulate, pale yellow to pallid below, nearly glabrous or with appressed
        fibrils, discoloring brownish in age or from handling, yellowish mycelium
        with adhering debris at the base.","Spores 10-15 x 4-5 µm, smooth, thin-walled, elliptical to subfusiform;
        spore print olive-brown.",[4. 8.],[1. 2.],[10. 15.],[4. 5.],[ 4. 12.],100.0,100.0,0.01,0.01,100.0
63,https://www.mykoweb.com/CAF/species/Xerocomellus_mendocinensis.html,,,,,Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Xerocomellus mendocinensis,,,,,,"['Xerocomus truncatus', ' Boletus truncatus', 'Xerocomellus truncatus']",,"Cap 5-10 cm broad, convex, broadly convex to nearly plane in age; surface dry, tomentose, brown to olive-brown, usually cracking early in development revealing underlying yellowish to pinkish tissue, the latter more prevalent toward the margin; flesh thick, light yellow, typically blueing strongly when injured; odor mild, taste acidic.","Stipe 5-10 cm long, 1.5-2.5 cm thick, solid, equal, or the base slightly narrowed; surface dry, smooth to slightly striate, yellowish at the apex, otherwise reddish; yellowish-green mycelium at base.","Spores 12-15 x 4.5-6 µm, smooth, elliptical to fusiform, truncate at one end; spore print olive-brown.",[ 5. 10.],[1.5 2.5],[12. 15.],[4.5 6. ],[ 5. 10.],100.0,100.0,0.01,0.01,100.0
64,https://www.mykoweb.com/CAF/species/Xerocomellus_atropurpureus.html,,,,,Boletus  ,https://www.mykoweb.com/CAF/genera/Boletus.html,Boletaceae,Boletales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Xerocomellus atropurpureus,,,,,,"['Xerocomus zelleri', 'Boletus zelleri', 'Ceriomyces zelleri', 'Xerocomellus zelleri']",,"Cap 4-11 cm broad, convex, nearly plane at maturity; brown to blackish-brown, velvety, smooth to uneven, with a whitish bloom when young, occasionally aereolate in age; flesh pallid to yellowish, sometimes bruising blue.","Stipe 5-10 cm long, 1-3 cm thick, more or less equal, dry, reddish over a yellow ground color, usually yellow at the base.","Spores 11-15 x 4-6 µm, smooth, fusiform (spindle-shaped). Spore print olive-brown.",[ 5. 10.],[1. 3.],[11. 15.],[4. 6.],[ 4. 11.],100.0,100.0,0.01,0.01,100.0
65,https://www.mykoweb.com/CAF/species/Lactarius_rubidus.html,,,,,Lactarius  ,https://www.mykoweb.com/CAF/genera/Lactarius.html,Russulaceae,Russulales,Incertae,sedis,Agaricomycetes,Basidiomycota,Lactarius rubidus,,,,,,"['Lactarius fragilis', 'rubidus', 'Lactarius camphoratus']",,"Cap 1.5-4.5 cm broad, convex with a slightly inrolled margin when young, becoming nearly plane, occasionally with a small umbo but more typically with a depressed disc, the margin wavy and sometimes upturned in age; surface smooth to faintly furrowed,  rusty-brown, azonate; flesh thin, brittle, pale buff-brown, unchanging, bleeding a watery latex when cut; taste mild; odor faintly of brown sugar or butterscotch.","Stipe 2-5 cm tall, 0.4-1.0 cm thick, equal to tapered to slightly narrowed base, sometimes twisted, brittle, hollow at maturity; surface, smooth, lined at the apex from gill edges, colored as the cap.","Spores 6.5-7.5 µm, nearly round, with amyloid reticulate ornamentation; spore print cream-buff.",[2. 5.],[0.4 1. ],[6.5 7.5],[6.5 7.5],[1.5 4.5],100.0,100.0,0.01,0.01,100.0
66,https://www.mykoweb.com/CAF/species/Clitocybe_albirhiza.html,,,,,Clitocybe  ,https://www.mykoweb.com/CAF/genera/Clitocybe.html,Tricholomataceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Clitocybe albirhiza,,,,,,[],,"Cap 2.0-9.0 cm broad, convex, expanding to plane, sometimes centrally depressed to infundibuliform in age; margin incurved, then decurved, at times wavy to upturned; surface hygrophanous, cinnamon-brown to butterscotch-brown overlain with a whitish sometimes zonate canescence; cap surface at maturity more or less glabrous to finely cracked, uniformly buff to dingy-tan; context thin, 1.0-2.0 mm, soft, pallid, unchanging; odor, indistinct; taste slightly bitter to astringent.","Stipe 2.0-6.0 cm long, 0.5-1.2 cm thick, more or less equal, cartilaginous, hollow to stuffed; surface when young hoary, white, over a buff-brown ground color, eventually appressed fibrillose; conspicuous white rhizomorphs at the base; partial veil absent.","Spores 5.0-6.0 x 2.5-3.5 µm, elliptical, smooth, thin-walled, inamyloid; spore print white.",[2. 6.],[0.5 1.2],[5. 6.],[2.5 3.5],[2. 9.],100.0,100.0,0.01,0.01,100.0
67,https://www.mykoweb.com/CAF/species/Clitocybe_rivulosa.html,,,,,Clitocybe  ,https://www.mykoweb.com/CAF/genera/Clitocybe.html,Tricholomataceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Clitocybe rivulosa,,,,,,"['Clitocybe dealbata', 'rivulosa', 'Clitocybe dealbata']",,"Cap 2.0-4.0 cm broad, shallowly convex in youth, expanding to nearly plane with a slightly depressed to umbonate disc; margin incurved, then decurved to occasionally raised in age; surface canescent, white, ashy-grey to greyish-tan; streaked or water-spotted at maturity; context thin, 3.0-4.0 mm thick at the disc, 1-2 mm at the margin; context soft, cream-buff, unchanging; odor mild; taste mild to slightly astringent with time. ","Stipe 2.0-4.0 cm long, 4.0-8.0 mm thick, equal to enlarged at the apex, straight or curved, solid in youth, eventually hollow, often flattened in cross section, not leathery or tough; surface appressed fibrillose, pallid, darkening where handled; partial veil absent.","Spores 4.0-5.0 x 2.0-3.0 µm, smooth, thin-walled, elliptical-oblong in face-view, elliptical and inequilateral in profile, hilar appendage well-developed, inamyloid; spores white in deposit.",[2. 4.],[4. 8.],[4. 5.],[2. 3.],[2. 4.],100.0,10.0,0.01,0.01,100.0
68,https://www.mykoweb.com/CAF/species/Paralepista_flaccida.html,,,,,Clitocybe  ,https://www.mykoweb.com/CAF/genera/Clitocybe.html,Tricholomataceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Paralepista flaccida,,,,,,"['Lepista inversa', 'Clitocybe flaccida ', ' Lepista flaccida', 'Clitocybe inversa']",,"Cap 2-9 cm broad, convex, expanding to nearly plane, the disc depressed to shallowly infundibulate; margin at first incurved, sometimes undulate to slightly lobed; surface moist, smooth, hygrophanous, color variable: shades of orange, pink and brown, e.g. pinkish-buff, pale orange-brown, pinkish-brown to cinnamon-brown, the margin usually lighter; flesh thin, concolorous with the cap, unchanging; odor slightly fragrant; taste mild to fungal.","Stipe 3-7 cm tall, 0.4-0.6 cm thick, stuffed, often hollow at maturity; equal to slightly enlarged at the base; surface moist, the apex lined with gill edges, otherwise faintly striate, colored like the cap but usually paler, buff-colored mycelium at the base; cortex flesh pliant, apricot-buff, the pith soft, pale-buff.","Spores 4-4.5 x 3.4 µm, nearly round, spinose, nonamyloid; spore print cream yellow.",[3. 7.],[0.4 0.6],[4.  4.5],[3.4 3.4],[2. 9.],100.0,100.0,0.01,0.01,100.0
